dt_ref,id_cliente,dias_primeira_iteracao_life,dias_ultima_iteracao_life,qtd_iteracoes_life,saldo_atual_life,pontos_acum_life,pontos_neg_life,frequencia_life,pontos_acum_dia_life,qtd_mensagens_life,qtd_resgate_poneis_life,mensagens_dia_life,pct_transacao_dia01_life,pct_transacao_dia02_life,pct_transacao_dia03_life,pct_transacao_dia04_life,pct_transacao_dia05_life,pct_transacao_dia06_life,pct_transacao_dia07_life,pct_transacao_manha_life,pct_transacao_tarde_life,pct_transacao_noite_life,media_dias_recorrencia_life,mediana_dias_recorrencia_life,dias_primeira_iteracao_d7,dias_ultima_iteracao_d7,qtd_iteracoes_d7,saldo_atual_d7,pontos_acum_d7,pontos_neg_d7,frequencia_d7,pontos_acum_dia_d7,qtd_mensagens_d7,qtd_resgate_poneis_d7,mensagens_dia_d7,pct_transacao_dia01_d7,pct_transacao_dia02_d7,pct_transacao_dia03_d7,pct_transacao_dia04_d7,pct_transacao_dia05_d7,pct_transacao_dia06_d7,pct_transacao_dia07_d7,pct_transacao_manha_d7,pct_transacao_tarde_d7,pct_transacao_noite_d7,media_dias_recorrencia_d7,mediana_dias_recorrencia_d7,dias_primeira_iteracao_d14,dias_ultima_iteracao_d14,qtd_iteracoes_d14,saldo_atual_d14,pontos_acum_d14,pontos_neg_d14,frequencia_d14,pontos_acum_dia_d14,qtd_mensagens_d14,qtd_resgate_poneis_d14,mensagens_dia_d14,pct_transacao_dia01_d14,pct_transacao_dia02_d14,pct_transacao_dia03_d14,pct_transacao_dia04_d14,pct_transacao_dia05_d14,pct_transacao_dia06_d14,pct_transacao_dia07_d14,pct_transacao_manha_d14,pct_transacao_tarde_d14,pct_transacao_noite_d14,media_dias_recorrencia_d14,mediana_dias_recorrencia_d14,dias_primeira_iteracao_d28,dias_ultima_iteracao_d28,qtd_iteracoes_d28,saldo_atual_d28,pontos_acum_d28,pontos_neg_d28,frequencia_d28,pontos_acum_dia_d28,qtd_mensagens_d28,qtd_resgate_poneis_d28,mensagens_dia_d28,pct_transacao_dia01_d28,pct_transacao_dia02_d28,pct_transacao_dia03_d28,pct_transacao_dia04_d28,pct_transacao_dia05_d28,pct_transacao_dia06_d28,pct_transacao_dia07_d28,pct_transacao_manha_d28,pct_transacao_tarde_d28,pct_transacao_noite_d28,media_dias_recorrencia_d28,mediana_dias_recorrencia_d28,flag_churn
2024-05-14,00a6d4c8-38e5-4e92-981e-4e4ac5084546,29,6,14,1053,1053,0,9,117.0,3,1,0.3333333333333333,0.0,0.14285714285714285,0.14285714285714285,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.0,0.7857142857142857,0.0,0.0,2.875,2.0,6,6,1,50,50,0,1,50.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,12,6,2,100,100,0,2,50.0,0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,6.0,6.0,28,6,13,1003,1003,0,8,125.375,3,1,0.375,0.0,0.07692307692307693,0.15384615384615385,0.38461538461538464,0.23076923076923078,0.15384615384615385,0.0,0.8461538461538461,0.0,0.0,3.142857142857143,3.0,0
2024-10-29,00a6d4c8-38e5-4e92-981e-4e4ac5084546,197,1,206,5786,15786,-10000,97,162.7422680412371,16,7,0.16494845360824742,0.0,0.19902912621359223,0.21359223300970873,0.1650485436893204,0.2087378640776699,0.21359223300970873,0.0,0.9757281553398058,0.009708737864077669,0.0,2.0416666666666665,1.0,1,1,2,51,51,0,1,51.0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,13,1,8,351,351,0,4,87.75,1,0,0.25,0.0,0.5,0.0,0.25,0.0,0.25,0.0,1.0,0.0,0.0,4.0,3.0,28,1,24,1201,1201,0,12,100.08333333333333,1,0,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.0,0.0,0.0,2.4545454545454546,2.0,0
2024-09-03,00a6d4c8-38e5-4e92-981e-4e4ac5084546,141,4,151,1884,11884,-10000,71,167.38028169014083,14,5,0.19718309859154928,0.0,0.17880794701986755,0.2185430463576159,0.15894039735099338,0.2052980132450331,0.23841059602649006,0.0,0.9801324503311258,0.0,0.0,1.957142857142857,1.0,7,4,6,450,450,0,3,150.0,0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,1.5,1.5,14,4,19,301,1301,-1000,8,162.625,1,0,0.125,0.0,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.21052631578947367,0.2631578947368421,0.0,1.0,0.0,0.0,1.4285714285714286,1.0,28,4,42,233,3233,-3000,17,190.1764705882353,3,0,0.17647058823529413,0.0,0.21428571428571427,0.19047619047619047,0.11904761904761904,0.19047619047619047,0.2857142857142857,0.0,1.0,0.0,0.0,1.5,1.0,0
2024-08-06,00a6d4c8-38e5-4e92-981e-4e4ac5084546,113,4,109,1651,8651,-7000,54,160.2037037037037,11,5,0.2037037037037037,0.0,0.1651376146788991,0.22935779816513763,0.1743119266055046,0.21100917431192662,0.22018348623853212,0.0,0.9724770642201835,0.0,0.0,2.056603773584906,1.0,7,4,11,680,2680,-2000,3,893.3333333333334,0,1,0.0,0.0,0.0,0.45454545454545453,0.0,0.36363636363636365,0.18181818181818182,0.0,1.0,0.0,0.0,1.5,1.5,14,4,16,841,2841,-2000,5,568.2,1,1,0.2,0.0,0.125,0.5,0.0,0.25,0.125,0.0,1.0,0.0,0.0,2.5,1.5,28,4,34,572,3572,-3000,13,274.7692307692308,2,1,0.15384615384615385,0.0,0.11764705882352941,0.29411764705882354,0.17647058823529413,0.20588235294117646,0.20588235294117646,0.0,1.0,0.0,0.0,2.0,1.0,0
2024-07-09,00a6d4c8-38e5-4e92-981e-4e4ac5084546,85,1,75,1079,5079,-4000,41,123.8780487804878,9,4,0.21951219512195122,0.0,0.18666666666666668,0.2,0.17333333333333334,0.21333333333333335,0.22666666666666666,0.0,0.96,0.0,0.0,2.1,1.0,7,1,13,20,1020,-1000,5,204.0,0,1,0.0,0.0,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.0,1.0,0.0,0.0,1.5,1.0,14,1,27,121,2121,-2000,10,212.1,1,2,0.1,0.0,0.18518518518518517,0.18518518518518517,0.14814814814814814,0.25925925925925924,0.2222222222222222,0.0,1.0,0.0,0.0,1.4444444444444444,1.0,28,1,38,721,2721,-2000,18,151.16666666666666,1,2,0.05555555555555555,0.0,0.21052631578947367,0.18421052631578946,0.13157894736842105,0.23684210526315788,0.23684210526315788,0.0,1.0,0.0,0.0,1.588235294117647,1.0,0
2024-06-11,00a6d4c8-38e5-4e92-981e-4e4ac5084546,57,4,37,358,2358,-2000,23,102.52173913043478,8,2,0.34782608695652173,0.0,0.16216216216216217,0.21621621621621623,0.21621621621621623,0.1891891891891892,0.21621621621621623,0.0,0.918918918918919,0.0,0.0,2.409090909090909,1.0,7,4,11,-1696,304,-2000,4,76.0,4,0,1.0,0.0,0.0,0.36363636363636365,0.09090909090909091,0.18181818181818182,0.36363636363636365,0.0,1.0,0.0,0.0,1.0,1.0,14,4,14,-1546,454,-2000,7,64.85714285714286,4,0,0.5714285714285714,0.0,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.0,1.0,0.0,0.0,1.6666666666666667,1.0,27,4,23,-695,1305,-2000,14,93.21428571428571,5,1,0.35714285714285715,0.0,0.17391304347826086,0.2608695652173913,0.13043478260869565,0.17391304347826086,0.2608695652173913,0.0,1.0,0.0,0.0,1.7692307692307692,1.0,0
2024-04-16,00a6d4c8-38e5-4e92-981e-4e4ac5084546,1,1,1,50,50,0,1,50.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,null,1,1,1,50,50,0,1,50.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,null,1,1,1,50,50,0,1,50.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,null,1,1,1,50,50,0,1,50.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,null,0
2024-04-03,00f9cc87-c956-4b27-92e2-c96c5774083e,1,1,3,52,52,0,1,52.0,2,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,1,1,3,52,52,0,1,52.0,2,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,1,1,3,52,52,0,1,52.0,2,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,1,1,3,52,52,0,1,52.0,2,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,1
2024-10-29,0136afea-76c9-45c0-b9db-0212595418e5,169,25,4,102,102,0,2,51.0,2,0,1.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,144.0,144.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25,25,3,52,52,0,1,52.0,2,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,null,null,1
2024-05-14,0136afea-76c9-45c0-b9db-0212595418e5,1,1,1,50,50,0,1,50.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,1,1,1,50,50,0,1,50.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,1,1,1,50,50,0,1,50.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,1,1,1,50,50,0,1,50.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,1
2024-06-24,014491f5-caa3-4122-be69-a31411ad4bd7,119,3,6,104,104,0,5,20.8,4,0,0.8,0.0,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0,0.5,0.0,0.0,29.0,5.0,3,3,1,50,50,0,1,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,null,null,3,3,1,50,50,0,1,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,null,null,3,3,1,50,50,0,1,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,null,null,1
2024-04-01,014491f5-caa3-4122-be69-a31411ad4bd7,35,24,5,54,54,0,4,13.5,4,0,1.0,0.0,0.4,0.2,0.0,0.2,0.2,0.0,0.4,0.0,0.0,3.6666666666666665,2.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24,24,1,1,1,0,1,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,null,null,1
2024-11-11,015e35f3-70d3-43f3-895d-cdea386118d7,255,20,19,166,166,0,7,23.714285714285715,16,0,2.2857142857142856,0.0,0.05263157894736842,0.15789473684210525,0.631578947368421,0.0,0.15789473684210525,0.0,0.9473684210526315,0.0,0.0,39.166666666666664,5.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20,20,3,52,52,0,1,52.0,2,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,1
2024-04-01,015e35f3-70d3-43f3-895d-cdea386118d7,31,5,16,114,114,0,6,19.0,14,0,2.3333333333333335,0.0,0.0625,0.0,0.75,0.0,0.1875,0.0,0.9375,0.0,0.0,5.2,3.0,5,5,4,4,4,0,1,4.0,4,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,14,5,12,61,61,0,3,20.333333333333332,11,0,3.6666666666666665,0.0,0.08333333333333333,0.0,0.9166666666666666,0.0,0.0,0.0,1.0,0.0,0.0,4.5,4.5,19,5,15,64,64,0,5,12.8,14,0,2.8,0.0,0.06666666666666667,0.0,0.8,0.0,0.13333333333333333,0.0,0.9333333333333333,0.0,0.0,3.5,2.5,1
2024-08-27,015fe52e-cc46-40c2-a496-2d228208bb2e,29,28,2,100,100,0,2,50.0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28,28,1,50,50,0,1,50.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,1
2024-07-30,015fe52e-cc46-40c2-a496-2d228208bb2e,1,1,1,50,50,0,1,50.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,1,1,1,50,50,0,1,50.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,1,1,1,50,50,0,1,50.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,1,1,1,50,50,0,1,50.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,0
2024-04-16,01cada67-8f31-475b-8b34-344d953d739a,1,1,2,51,51,0,1,51.0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,null,1,1,2,51,51,0,1,51.0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,null,1,1,2,51,51,0,1,51.0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,null,1,1,2,51,51,0,1,51.0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,null,1
2024-07-22,01f2e6ea-4fc4-4eb3-94aa-3f36109a9787,147,13,28,175,175,0,8,21.875,25,0,3.125,0.0,0.10714285714285714,0.5,0.0,0.0,0.39285714285714285,0.0,0.8571428571428571,0.0,0.0,19.142857142857142,7.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13,13,10,10,10,0,1,10.0,10,0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,13,13,10,10,10,0,1,10.0,10,0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,1
2024-09-16,01f2e6ea-4fc4-4eb3-94aa-3f36109a9787,203,14,29,176,176,0,9,19.555555555555557,26,0,2.888888888888889,0.0,0.13793103448275862,0.4827586206896552,0.0,0.0,0.3793103448275862,0.0,0.8620689655172413,0.0,0.0,23.625,9.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14,14,1,1,1,0,1,1.0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,14,14,1,1,1,0,1,1.0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,1
2024-04-01,01f2e6ea-4fc4-4eb3-94aa-3f36109a9787,35,20,9,107,107,0,4,26.75,7,0,1.75,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.5555555555555556,0.0,0.0,5.0,3.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20,20,2,2,2,0,1,2.0,2,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,0
2024-04-29,01f2e6ea-4fc4-4eb3-94aa-3f36109a9787,63,6,18,165,165,0,7,23.571428571428573,15,0,2.142857142857143,0.0,0.16666666666666666,0.2222222222222222,0.0,0.0,0.6111111111111112,0.0,0.7777777777777778,0.0,0.0,9.5,5.5,6,6,1,1,1,0,1,1.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,10,6,7,7,7,0,2,3.5,7,0,3.5,0.0,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,1.0,0.0,0.0,4.0,4.0,17,6,9,58,58,0,3,19.333333333333332,8,0,2.6666666666666665,0.0,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888,0.0,1.0,0.0,0.0,5.5,5.5,1
2024-08-20,01f3a765-a092-4999-be4b-98fc5404653b,200,22,4,151,151,0,4,37.75,1,0,0.25,0.0,0.5,0.25,0.0,0.0,0.25,0.0,0.5,0.5,0.0,59.333333333333336,22.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22,22,1,50,50,0,1,50.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,null,null,0
2024-07-23,01f3a765-a092-4999-be4b-98fc5404653b,172,7,3,101,101,0,3,33.666666666666664,1,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,82.5,82.5,7,7,1,50,50,0,1,50.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,null,null,7,7,1,50,50,0,1,50.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,null,null,7,7,1,50,50,0,1,50.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,null,null,0
